CourseID,Teacher,Semester,AssignmentNo,subjectID,SubmissionNo,SubmissionTime,Lines of Code,severity,category,ClassName,FileName,MethodName,Line,Col,Error
12751,Miller ,Fall 2020,Lab01,s00010,1,10/04/20 11:58PM,1720,3,student_test_coverage,RainfallAnalyzerTest,,testRainfallAnaylzer1,52,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,1,10/04/20 11:58PM,1720,3,student_test_coverage,RainfallAnalyzerTest,,testRainfallAnaylzer1,52,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,1,10/04/20 11:58PM,1720,3,student_test_coverage,RainfallAnalyzerTest,,testRainfallAnalyzer2,65,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,1,10/04/20 11:58PM,1720,3,student_test_coverage,RainfallAnalyzerTest,,testRainfallAnalyzer2,65,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,1,10/04/20 11:58PM,1720,3,student_test_coverage,RainfallAnalyzerTest,,testRainfallAnalyzer2,65,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,1,10/04/20 11:58PM,1720,3,student_test_coverage,RainfallAnalyzerTest,,testRainfallAnalyzer2,65,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,1,compiler_error,,Level6Solution.java,,34,,SEMICOLONEXPECTED
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test23,514,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test24,570,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,RainfallAnalyzer,,<init>,38,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKCLASS
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,<init>,35,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,<init>,35,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,<init>,35,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,<init>,35,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCLASS
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test23,514,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test24,570,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,RainfallAnalyzer,,<init>,38,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,2,10/07/20 11:58PM,1169,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCLASS
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,RainfallAnalyzer.java,,36,37,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,RainfallAnalyzer.java,,47,37,LineLength
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,RainfallAnalyzer.java,,63,37,LineLength
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,46,43,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,76,46,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,88,46,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,88,45,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,97,45,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,97,45,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,106,45,LineLength
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,118,45,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,130,45,LineLength
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherBureau.java,,131,45,LineLength
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherStation.java,,36,34,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherStation.java,,50,34,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,4,static_analysis_cosmetic,,WeatherStation.java,,71,34,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test19,362,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test21,468,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test23,531,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,RainfallAnalyzer,,<init>,40,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,RainfallAnalyzer,,getStation,104,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,RainfallAnalyzer,,getStation,104,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,RainfallAnalyzer,,getStation,104,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,RainfallAnalyzer,,getStation,104,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureauTest,,testLowestStation2,144,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureauTest,,testLowestStation2,144,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureau,,lowestStation,138,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureau,,lowestStation,138,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureau,,lowestStation,165,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,3,student_test_coverage,WeatherBureau,,lowestStation,165,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,2,static_analysis_bug,,WeatherBureau.java,,50,16,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,2,static_analysis_bug,,WeatherBureau.java,,51,16,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00010,3,10/08/20 11:58PM,780,2,static_analysis_bug,,WeatherBureau.java,,52,16,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStation.java,,78,38,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStation.java,,78,39,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStation.java,,81,25,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStation.java,,81,26,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStation.java,,84,34,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStation.java,,84,35,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStationTest.java,,5,35,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStationTest.java,,8,35,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,4,static_analysis_cosmetic,,WeatherStationTest.java,,9,35,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test9,176,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test10,196,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test18,329,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test19,362,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test23,531,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzer,,<init>,30,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzer,,<init>,30,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzer,,<init>,30,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKCLASS
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,WeatherBureau,,getStation,67,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,WeatherBureau,,getStation,67,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,WeatherBureau,,getStation,67,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,WeatherBureau,,getStation,67,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,WeatherBureau,,lowestStation,97,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,WeatherBureau,,lowestStation,97,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,WeatherBureau,,lowestStation,97,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,WeatherBureau,,lowestStation,97,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,<init>,23,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,<init>,23,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,<init>,23,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,<init>,23,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,student_test_coverage,RainfallAnalyzerTest,,setUp,40,,UNCHECKCLASS
12751,Miller ,Fall 2020,Lab01,s00010,4,10/11/20 11:58PM,1027,3,static_analysis_codingpractice,,RainfallAnalyzerTest.java,,11,8,JUnitTestClassNeedsTestCase
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,4,static_analysis_cosmetic,,WeatherBureau.java,,147,35,Indentation
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test10,196,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test23,528,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,3,student_test_coverage,WeatherBureau,,lowestStation,138,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,3,student_test_coverage,WeatherBureau,,lowestStation,138,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,3,student_test_coverage,WeatherBureau,,lowestStation,165,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab02,s00010,1,12/4/20 11:58PM,1590,3,student_test_coverage,WeatherBureau,,lowestStation,165,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab02,s00010,2,12/5/20 11:58PM,1778,4,static_analysis_cosmetic,,WeatherBureauTest.java,,81,27,FileTabCharacter
12751,Miller ,Fall 2020,Lab02,s00010,2,12/5/20 11:58PM,1778,3,student_test_coverage,WeatherBureau,,lowestStation,105,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test2,93,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test3,74,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test3,84,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test3,93,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test3,100,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test4,74,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test4,84,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test4,114,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test5,74,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test5,84,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test5,114,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test5,125,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test6,74,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test6,84,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test6,114,,AssertionFailed
12751,Miller ,Fall 2020,Lab02,s00010,3,12/6/20 11:58PM,1210,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test6,140,,AssertionFailed
